Data,Geração programada,Geração verificada,temperatura,velocidade_vento,direcao_vento
2021-01-19 18:00:00,163.0,242.576,25.0,25.2,107
2021-01-19 19:00:00,202.5,267.989,23.8,30.3,106
2021-01-19 20:00:00,245.0,269.735,22.6,30.1,105
2021-01-19 21:00:00,266.5,265.61,22.3,24.9,112
2021-01-19 22:00:00,277.5,317.706,21.4,28.5,106
2021-01-19 23:00:00,285.5,324.536,20.8,36.2,111
2021-01-20 00:00:00,292.0,315.485,19.1,32.0,107
2021-01-20 01:00:00,281.5,311.287,18.3,29.3,101
2021-01-20 02:00:00,266.5,313.754,17.6,28.9,96
2021-01-20 03:00:00,263.0,308.463,17.4,28.7,98
2021-01-20 04:00:00,273.5,314.916,17.5,25.0,97
2021-01-20 05:00:00,284.5,306.909,17.2,23.7,99
2021-01-20 06:00:00,280.5,291.326,17.2,24.1,99
2021-01-20 07:00:00,273.0,290.351,18.4,27.2,101
2021-01-20 08:00:00,266.5,305.103,20.4,26.9,98
2021-01-20 09:00:00,233.0,289.585,22.3,27.3,99
2021-01-20 10:00:00,168.0,242.72,24.5,25.6,107
2021-01-20 11:00:00,112.5,164.653,26.1,24.0,114
2021-01-20 12:00:00,81.0,119.313,27.4,22.1,124
2021-01-20 13:00:00,73.0,97.689,27.4,22.8,121
2021-01-20 14:00:00,86.5,106.674,28.4,17.4,117
2021-01-20 15:00:00,103.0,145.783,27.4,26.8,123
2021-01-20 16:00:00,114.0,163.025,27.3,23.1,121
2021-01-20 17:00:00,145.5,219.594,26.4,21.4,110
2021-01-20 18:00:00,203.5,228.382,25.0,20.8,118
2021-01-20 19:00:00,256.0,217.085,23.6,23.0,122
2021-01-20 20:00:00,287.5,277.857,22.9,28.7,102
2021-01-20 21:00:00,293.0,319.867,22.4,29.5,106
2021-01-20 22:00:00,288.5,298.685,21.1,31.3,107
2021-01-20 23:00:00,293.5,289.574,19.8,31.6,107
2021-01-21 00:00:00,306.5,309.959,18.8,30.2,102
2021-01-21 01:00:00,301.0,308.72,18.2,28.3,97
2021-01-21 02:00:00,288.5,276.432,18.1,27.8,95
2021-01-21 03:00:00,284.5,293.712,17.9,27.5,95
2021-01-21 04:00:00,293.5,287.52,18.1,27.7,99
2021-01-21 05:00:00,305.0,291.569,17.8,25.9,100
2021-01-21 06:00:00,305.5,284.944,17.8,23.9,97
2021-01-21 07:00:00,302.5,306.756,18.7,27.2,96
2021-01-21 08:00:00,302.0,307.63,20.6,29.5,98
2021-01-21 09:00:00,290.0,281.505,22.6,28.3,102
2021-01-21 10:00:00,255.5,269.612,24.0,25.6,107
2021-01-21 11:00:00,200.0,272.337,25.2,23.1,108
2021-01-21 12:00:00,147.0,231.563,26.3,23.3,112
2021-01-21 13:00:00,128.0,171.817,27.2,21.3,116
2021-01-21 14:00:00,135.5,154.246,27.8,21.4,117
2021-01-21 15:00:00,128.5,165.834,27.7,20.6,117
2021-01-21 16:00:00,135.0,207.245,27.4,22.1,116
2021-01-21 17:00:00,181.0,244.694,25.9,24.8,114
2021-01-21 18:00:00,221.5,207.423,24.5,29.0,117
2021-01-21 19:00:00,250.0,252.021,23.1,27.0,111
2021-01-21 20:00:00,278.0,309.318,22.4,27.9,107
2021-01-21 21:00:00,284.5,329.064,22.2,30.2,98
2021-01-21 22:00:00,283.5,331.209,21.2,32.7,105
2021-01-21 23:00:00,287.5,321.853,20.2,32.1,106
2021-01-22 00:00:00,267.5,313.878,19.5,29.2,100
2021-01-22 01:00:00,267.0,313.921,19.2,28.4,99
2021-01-22 02:00:00,265.0,315.304,18.8,27.6,97
2021-01-22 03:00:00,266.5,315.708,18.4,27.6,97
2021-01-22 04:00:00,275.5,312.275,18.0,28.0,98
2021-01-22 05:00:00,284.5,312.093,17.5,27.5,96
2021-01-22 06:00:00,287.5,319.146,17.2,27.4,92
2021-01-22 07:00:00,295.0,317.843,18.4,31.2,97
2021-01-22 08:00:00,305.5,323.413,20.3,32.6,100
2021-01-22 09:00:00,302.0,325.847,22.2,32.6,106
2021-01-22 10:00:00,276.0,321.577,24.1,30.3,114
2021-01-22 11:00:00,221.0,316.87,26.0,28.2,122
2021-01-22 12:00:00,163.0,316.032,26.4,26.0,124
2021-01-22 13:00:00,140.0,300.049,26.7,22.0,125
2021-01-22 14:00:00,160.0,279.082,26.2,28.4,123
2021-01-22 15:00:00,179.0,246.797,26.6,21.5,121
2021-01-22 16:00:00,180.5,243.277,25.4,26.7,111
2021-01-22 17:00:00,194.5,264.482,24.8,24.9,110
2021-01-22 18:00:00,220.5,292.575,23.5,25.1,111
2021-01-22 19:00:00,238.5,322.818,22.5,25.0,113
2021-01-22 20:00:00,254.0,331.199,21.9,27.6,112
2021-01-22 21:00:00,257.0,331.244,22.5,29.6,108
2021-01-22 22:00:00,261.0,332.436,21.5,29.7,107
2021-01-22 23:00:00,275.0,326.551,20.9,30.6,105
2021-01-23 00:00:00,293.0,321.13,20.2,31.7,99
2021-01-23 01:00:00,287.0,320.525,19.6,32.6,96
2021-01-23 02:00:00,277.0,304.295,19.0,31.9,104
2021-01-23 03:00:00,278.0,314.926,18.4,28.7,102
2021-01-23 04:00:00,296.5,313.816,17.9,27.6,102
2021-01-23 05:00:00,311.5,326.654,17.6,27.2,105
2021-01-23 06:00:00,318.0,331.604,17.4,27.3,108
2021-01-23 07:00:00,325.5,334.125,18.1,31.4,110
2021-01-23 08:00:00,333.5,333.966,19.7,31.5,109
2021-01-23 09:00:00,335.5,329.81,21.3,32.2,108
2021-01-23 10:00:00,328.0,324.664,23.8,31.9,114
2021-01-23 11:00:00,304.0,303.376,24.9,29.1,117
2021-01-23 12:00:00,244.0,268.843,25.8,26.3,115
2021-01-23 13:00:00,178.0,252.08,26.0,24.6,111
2021-01-23 14:00:00,151.5,217.356,25.9,25.3,110
2021-01-23 15:00:00,138.5,184.481,25.5,26.3,112
2021-01-23 16:00:00,144.0,224.621,24.4,25.3,116
2021-01-23 17:00:00,188.0,290.728,23.0,23.2,118
2021-01-23 18:00:00,220.5,230.473,21.7,23.6,109
2021-01-23 19:00:00,238.0,280.464,20.9,25.6,107
2021-01-23 20:00:00,250.0,295.484,20.7,27.9,107
2021-01-23 21:00:00,243.5,311.283,20.4,26.4,95
2021-01-23 22:00:00,241.5,322.563,20.3,29.3,104
2021-01-23 23:00:00,254.0,328.267,20.5,31.5,106
2021-01-24 00:00:00,252.5,326.113,19.8,31.4,103
2021-01-24 01:00:00,244.0,321.397,18.9,28.5,94
2021-01-24 02:00:00,233.0,318.213,18.3,28.9,94
2021-01-24 03:00:00,235.5,317.238,18.0,29.5,91
2021-01-24 04:00:00,268.0,294.157,17.4,31.9,96
2021-01-24 05:00:00,297.0,279.348,16.9,30.7,100
2021-01-24 06:00:00,310.5,301.968,16.8,29.2,100
2021-01-24 07:00:00,316.5,307.555,18.2,33.8,102
2021-01-24 08:00:00,320.0,285.39,20.1,33.5,105
2021-01-24 09:00:00,310.0,319.248,21.2,28.8,108
2021-01-24 10:00:00,280.0,282.754,22.5,26.0,109
2021-01-24 11:00:00,231.5,224.209,23.1,24.2,108
2021-01-24 12:00:00,177.0,240.735,24.2,21.7,114
2021-01-24 13:00:00,142.5,245.507,24.5,21.7,117
2021-01-24 14:00:00,141.5,226.922,24.8,22.4,114
2021-01-24 15:00:00,141.0,165.262,25.3,22.5,112
2021-01-24 16:00:00,145.0,149.121,24.2,24.6,115
2021-01-24 17:00:00,177.0,200.908,24.2,22.1,116
2021-01-24 18:00:00,201.5,240.795,23.2,23.9,113
2021-01-24 19:00:00,216.5,299.989,22.0,26.6,106
2021-01-24 20:00:00,227.0,313.066,20.7,28.8,114
2021-01-24 21:00:00,220.5,325.542,19.9,29.7,109
2021-01-24 22:00:00,222.5,323.674,19.4,28.9,111
2021-01-24 23:00:00,237.5,315.438,18.9,28.9,107
2021-01-25 00:00:00,256.0,319.862,18.6,27.7,106
2021-01-25 01:00:00,252.5,289.167,18.4,26.5,105
2021-01-25 02:00:00,244.0,270.413,18.1,27.3,103
2021-01-25 03:00:00,242.5,225.811,17.5,26.7,100
2021-01-25 04:00:00,264.5,273.961,17.2,24.4,98
2021-01-25 05:00:00,286.5,300.222,17.0,24.9,100
2021-01-25 06:00:00,300.5,320.822,16.9,25.1,102
2021-01-25 07:00:00,313.5,305.618,18.0,30.3,106
2021-01-25 08:00:00,324.0,310.622,19.8,30.1,105
2021-01-25 09:00:00,318.5,311.565,21.9,29.3,109
2021-01-25 10:00:00,292.5,305.466,23.7,28.0,114
2021-01-25 11:00:00,241.0,291.909,24.8,24.5,118
2021-01-25 12:00:00,179.0,277.811,25.2,23.6,121
2021-01-25 13:00:00,133.5,263.203,25.1,21.3,120
2021-01-25 14:00:00,121.5,202.113,25.7,19.3,117
2021-01-25 15:00:00,119.0,186.74,26.3,20.1,114
2021-01-25 16:00:00,125.5,173.713,25.4,21.9,115
2021-01-25 17:00:00,154.0,215.173,25.1,24.7,111
2021-01-25 18:00:00,178.5,231.195,24.1,21.7,111
2021-01-25 19:00:00,194.5,228.028,23.0,26.9,122
2021-01-25 20:00:00,199.0,230.847,22.2,25.1,114
2021-01-25 21:00:00,192.0,274.904,21.6,26.7,125
2021-01-25 22:00:00,202.5,237.042,21.0,29.5,115
2021-01-25 23:00:00,233.5,291.381,20.4,31.7,109
2021-01-26 00:00:00,249.0,300.018,19.9,29.3,104
2021-01-26 01:00:00,263.0,307.502,19.4,26.4,104
2021-01-26 02:00:00,270.0,316.019,19.0,27.2,105
2021-01-26 03:00:00,271.5,324.725,18.2,27.6,107
2021-01-26 04:00:00,278.0,314.438,17.9,27.6,105
2021-01-26 05:00:00,285.5,302.766,17.3,26.3,99
2021-01-26 06:00:00,292.0,288.702,17.0,25.3,96
2021-01-26 07:00:00,301.5,279.883,18.3,27.1,94
2021-01-26 08:00:00,311.5,276.528,20.2,27.5,95
2021-01-26 09:00:00,306.5,278.912,21.7,26.3,103
2021-01-26 10:00:00,281.5,285.604,23.6,28.3,112
2021-01-26 11:00:00,234.0,276.313,25.1,27.1,115
2021-01-26 12:00:00,180.0,246.911,26.2,25.0,113
2021-01-26 13:00:00,145.5,243.375,27.4,23.5,115
2021-01-26 14:00:00,146.5,213.626,27.0,24.0,120
2021-01-26 15:00:00,151.5,198.694,26.5,25.3,123
2021-01-26 16:00:00,149.5,211.558,24.9,29.6,127
2021-01-26 17:00:00,168.0,190.721,24.5,24.8,123
2021-01-26 18:00:00,205.0,172.779,23.2,27.5,122
2021-01-26 19:00:00,236.0,233.415,22.0,27.0,124
2021-01-26 20:00:00,254.5,289.354,21.3,27.7,116
2021-01-26 21:00:00,258.0,290.056,20.9,28.3,112
2021-01-26 22:00:00,261.0,299.32,20.0,27.4,109
2021-01-26 23:00:00,273.0,299.358,19.3,27.2,110
2021-01-27 00:00:00,294.5,305.158,18.9,26.6,109
2021-01-27 01:00:00,287.5,301.51,18.3,27.7,108
2021-01-27 02:00:00,275.0,304.047,17.8,27.0,103
2021-01-27 03:00:00,269.5,307.225,17.4,26.4,96
2021-01-27 04:00:00,277.0,299.19,17.5,26.3,94
2021-01-27 05:00:00,283.0,271.986,17.1,25.9,92
2021-01-27 06:00:00,280.5,276.115,16.8,24.5,93
2021-01-27 07:00:00,272.0,291.695,18.2,28.8,99
2021-01-27 08:00:00,254.0,291.368,19.8,27.8,100
2021-01-27 09:00:00,225.0,268.126,21.9,26.1,102
2021-01-27 10:00:00,195.0,220.268,24.0,23.1,105
2021-01-27 11:00:00,172.0,150.633,25.4,20.0,113
2021-01-27 12:00:00,153.5,59.673,27.0,14.7,126
2021-01-27 13:00:00,145.5,26.517,28.1,14.1,130
2021-01-27 14:00:00,161.0,21.016,28.4,14.7,126
2021-01-27 15:00:00,161.0,27.378,28.5,16.3,121
2021-01-27 16:00:00,159.5,42.903,26.7,23.2,123
2021-01-27 17:00:00,183.0,42.591,26.2,23.1,127
2021-01-27 18:00:00,210.0,49.966,24.0,24.2,118
2021-01-27 19:00:00,240.0,145.533,22.7,23.1,111
2021-01-27 20:00:00,263.5,235.94,22.0,27.6,114
2021-01-27 21:00:00,272.0,265.255,22.1,23.7,120
2021-01-27 22:00:00,276.0,307.225,21.2,22.7,113
2021-01-27 23:00:00,279.5,308.828,20.7,31.6,107
2021-01-28 00:00:00,294.5,305.046,19.3,28.9,100
2021-01-28 01:00:00,283.5,294.167,18.4,26.4,96
2021-01-28 02:00:00,267.0,293.058,17.8,26.8,97
2021-01-28 03:00:00,258.5,291.634,17.9,28.0,102
2021-01-28 04:00:00,268.0,290.987,17.9,27.3,103
2021-01-28 05:00:00,276.0,288.037,17.7,26.3,103
2021-01-28 06:00:00,274.5,279.198,17.5,25.2,99
2021-01-28 07:00:00,267.5,298.431,18.5,28.2,100
2021-01-28 08:00:00,250.5,273.876,20.2,28.5,99
2021-01-28 09:00:00,210.5,236.76,22.0,26.1,101
2021-01-28 10:00:00,158.0,190.259,23.3,21.4,110
2021-01-28 11:00:00,114.5,130.668,24.1,16.8,118
2021-01-28 12:00:00,89.0,80.067,25.7,13.8,131
2021-01-28 13:00:00,84.5,58.964,26.7,12.0,131
2021-01-28 14:00:00,96.5,49.063,27.3,11.2,130
2021-01-28 15:00:00,105.5,39.498,27.4,14.3,135
2021-01-28 16:00:00,120.0,43.187,26.8,15.0,117
2021-01-28 17:00:00,152.0,58.822,26.1,18.6,99
2021-01-28 18:00:00,187.0,106.968,24.3,23.5,94
2021-01-28 19:00:00,224.0,170.801,23.2,22.4,96
2021-01-28 20:00:00,251.0,247.042,22.7,27.8,100
2021-01-28 21:00:00,261.0,251.263,22.7,26.7,100
2021-01-28 22:00:00,268.0,271.436,21.6,27.0,90
2021-01-28 23:00:00,276.0,310.096,21.1,26.1,83
2021-01-29 00:00:00,270.0,298.631,20.8,29.6,93
2021-01-29 01:00:00,262.5,292.202,19.8,29.1,98
2021-01-29 02:00:00,250.0,294.259,18.8,26.2,99
2021-01-29 03:00:00,246.0,313.037,18.1,26.4,104
2021-01-29 04:00:00,261.0,306.242,17.7,25.6,104
2021-01-29 05:00:00,274.5,291.657,17.7,24.2,101
2021-01-29 06:00:00,280.5,281.415,17.5,24.3,96
2021-01-29 07:00:00,284.5,302.221,18.6,24.2,95
2021-01-29 08:00:00,284.5,298.859,20.5,23.8,94
2021-01-29 09:00:00,263.5,258.054,22.4,22.9,97
2021-01-29 10:00:00,214.0,195.721,24.5,22.5,103
2021-01-29 11:00:00,154.5,155.696,26.4,19.4,108
2021-01-29 12:00:00,112.0,105.513,27.7,17.9,124
2021-01-29 13:00:00,99.0,110.958,28.3,18.6,126
2021-01-29 14:00:00,105.5,128.711,28.8,19.8,123
2021-01-29 15:00:00,114.5,123.446,29.1,20.6,117
2021-01-29 16:00:00,132.5,131.715,28.8,17.6,113
2021-01-29 17:00:00,160.5,168.851,28.1,18.7,106
2021-01-29 18:00:00,191.5,177.592,26.3,20.9,89
2021-01-29 19:00:00,226.5,186.561,24.7,25.8,103
2021-01-29 20:00:00,255.0,226.959,23.8,29.2,106
2021-01-29 21:00:00,265.5,270.416,23.4,28.9,109
2021-01-29 22:00:00,268.0,307.406,22.4,28.8,103
2021-01-29 23:00:00,272.0,315.466,21.9,31.6,101
2021-01-30 00:00:00,300.5,315.215,20.8,29.8,98
2021-01-30 01:00:00,294.0,313.127,19.8,30.4,95
2021-01-30 02:00:00,285.5,306.631,19.1,30.6,99
2021-01-30 03:00:00,279.0,303.486,18.9,29.4,102
2021-01-30 04:00:00,283.0,299.56,18.8,27.3,103
2021-01-30 05:00:00,287.0,310.504,18.6,26.1,101
2021-01-30 06:00:00,291.5,320.184,18.0,27.7,99
2021-01-30 07:00:00,297.5,325.388,19.2,31.6,101
2021-01-30 08:00:00,301.5,324.894,21.2,30.7,99
2021-01-30 09:00:00,293.5,317.8,23.1,28.3,105
2021-01-30 10:00:00,261.5,300.171,24.9,26.1,105
2021-01-30 11:00:00,198.0,236.264,26.5,24.4,109
2021-01-30 12:00:00,137.5,165.404,27.1,20.3,107
2021-01-30 13:00:00,118.5,127.34,28.0,17.1,105
2021-01-30 14:00:00,132.0,120.239,28.8,17.7,102
2021-01-30 15:00:00,139.0,156.965,28.8,19.5,106
2021-01-30 16:00:00,150.0,182.896,28.1,21.3,109
2021-01-30 17:00:00,176.5,207.394,25.6,25.9,88
2021-01-30 18:00:00,200.5,227.734,22.7,23.2,74
2021-01-30 19:00:00,222.0,256.439,21.2,22.5,58
2021-01-30 20:00:00,237.0,273.683,20.8,22.9,60
2021-01-30 21:00:00,242.5,291.555,22.3,28.6,67
2021-01-30 22:00:00,246.0,274.504,21.5,26.1,67
2021-01-30 23:00:00,252.0,270.605,20.6,25.1,74
2021-01-31 00:00:00,248.5,249.737,19.9,25.7,85
2021-01-31 01:00:00,249.0,243.376,19.3,25.6,90
2021-01-31 02:00:00,243.5,261.523,18.8,24.9,86
2021-01-31 03:00:00,244.5,286.042,18.4,23.8,87
2021-01-31 04:00:00,256.5,285.999,18.4,22.7,93
2021-01-31 05:00:00,263.5,267.526,18.2,22.0,101
2021-01-31 06:00:00,268.5,259.731,18.3,22.4,101
2021-01-31 07:00:00,271.5,281.204,19.3,24.5,100
2021-01-31 08:00:00,266.5,292.167,21.3,26.6,99
2021-01-31 09:00:00,237.5,265.337,23.5,22.5,96
2021-01-31 10:00:00,183.0,194.793,25.6,18.8,95
2021-01-31 11:00:00,126.5,138.17,26.7,14.1,105
2021-01-31 12:00:00,90.5,68.671,27.8,13.1,106
2021-01-31 13:00:00,74.0,56.113,28.4,13.6,102
2021-01-31 14:00:00,68.5,73.378,28.7,14.5,104
2021-01-31 15:00:00,68.0,77.739,28.5,12.6,92
2021-01-31 16:00:00,77.5,52.6,28.2,16.6,95
2021-01-31 17:00:00,99.5,34.45,25.2,16.6,60
2021-01-31 18:00:00,131.0,32.429,23.9,21.6,60
2021-01-31 19:00:00,162.5,126.425,22.8,17.0,54
2021-01-31 20:00:00,188.0,274.913,22.0,18.3,54
2021-01-31 21:00:00,207.5,256.023,23.9,19.5,65
2021-01-31 22:00:00,225.0,257.979,22.5,21.7,79
2021-01-31 23:00:00,242.0,293.567,22.2,26.4,104
2021-02-01 00:00:00,236.5,272.893,21.1,24.4,98
2021-02-01 01:00:00,239.5,292.439,19.9,22.6,107
2021-02-01 02:00:00,232.0,292.276,19.3,21.6,105
2021-02-01 03:00:00,221.5,262.111,19.4,24.8,107
2021-02-01 04:00:00,215.5,257.944,19.2,21.8,106
2021-02-01 05:00:00,218.5,274.996,19.2,21.7,102
2021-02-01 06:00:00,220.0,235.461,18.9,21.6,90
2021-02-01 07:00:00,217.0,225.934,20.0,25.2,92
2021-02-01 08:00:00,203.5,177.871,21.7,20.2,92
2021-02-01 09:00:00,169.5,153.488,23.3,17.0,94
2021-02-01 10:00:00,126.0,111.45,24.6,15.1,93
2021-02-01 11:00:00,84.5,95.659,25.2,18.0,91
2021-02-01 12:00:00,56.0,75.332,23.5,12.0,99
2021-02-01 13:00:00,48.0,82.679,26.5,13.6,101
2021-02-01 14:00:00,48.5,72.66,27.8,15.8,91
2021-02-01 15:00:00,58.0,40.492,27.0,13.1,82
2021-02-01 16:00:00,82.0,76.723,25.0,8.9,58
2021-02-01 17:00:00,104.0,102.259,23.1,13.4,126
2021-02-01 18:00:00,131.0,136.311,22.0,16.6,91
2021-02-01 19:00:00,169.0,150.379,21.1,19.8,65
2021-02-01 20:00:00,198.5,134.606,20.6,21.5,59
2021-02-01 21:00:00,208.5,205.643,20.2,17.2,74
2021-02-01 22:00:00,216.0,285.056,20.2,20.9,90
2021-02-01 23:00:00,228.5,283.566,19.7,22.8,96
2021-02-02 00:00:00,210.0,259.518,19.6,26.9,98
2021-02-02 01:00:00,234.5,247.192,19.3,26.9,98
2021-02-02 02:00:00,245.0,221.623,19.0,25.2,99
2021-02-02 03:00:00,241.0,94.117,18.6,22.5,97
2021-02-02 04:00:00,233.5,151.263,18.5,19.2,98
2021-02-02 05:00:00,233.0,213.917,18.7,20.2,89
2021-02-02 06:00:00,232.5,185.459,18.5,21.8,98
2021-02-02 07:00:00,230.0,197.265,19.5,27.3,98
2021-02-02 08:00:00,217.0,219.801,20.8,25.3,95
2021-02-02 09:00:00,177.0,197.85,22.6,21.7,97
2021-02-02 10:00:00,126.0,145.663,24.3,22.8,85
2021-02-02 11:00:00,84.5,90.591,25.8,20.6,86
2021-02-02 12:00:00,55.5,65.753,27.0,18.7,90
2021-02-02 13:00:00,44.5,68.879,28.0,17.3,86
2021-02-02 14:00:00,51.5,98.009,28.3,16.2,78
2021-02-02 15:00:00,65.5,116.866,28.1,16.3,72
2021-02-02 16:00:00,75.5,123.883,27.1,21.1,73
2021-02-02 17:00:00,88.5,77.077,26.1,17.6,75
2021-02-02 18:00:00,123.5,25.199,25.0,19.3,69
2021-02-02 19:00:00,171.0,16.015,23.3,17.2,64
2021-02-02 20:00:00,207.5,41.942,23.0,17.4,83
2021-02-02 21:00:00,216.5,52.113,21.4,4.7,23
2021-02-02 22:00:00,221.5,138.268,20.6,4.7,99
2021-02-02 23:00:00,239.5,98.637,19.9,6.4,164
2021-02-03 00:00:00,255.0,142.755,19.8,18.6,126
2021-02-03 01:00:00,244.0,226.929,19.9,21.7,95
2021-02-03 02:00:00,241.0,250.706,19.5,23.2,102
2021-02-03 03:00:00,241.0,207.555,18.8,21.4,97
2021-02-03 04:00:00,237.5,242.374,18.6,19.2,95
2021-02-03 05:00:00,233.0,258.953,18.5,18.4,96
2021-02-03 06:00:00,228.0,267.153,18.4,20.1,100
2021-02-03 07:00:00,228.5,267.3,19.6,21.2,105
2021-02-03 08:00:00,216.0,266.019,21.1,23.0,100
2021-02-03 09:00:00,167.5,248.644,22.6,19.2,103
2021-02-03 10:00:00,110.5,177.087,24.1,19.1,93
2021-02-03 11:00:00,68.0,112.238,25.7,18.8,86
2021-02-03 12:00:00,42.0,62.636,26.8,16.6,90
2021-02-03 13:00:00,35.5,46.343,27.3,14.4,94
2021-02-03 14:00:00,40.0,44.639,28.0,15.5,86
2021-02-03 15:00:00,46.0,58.419,28.1,15.9,84
2021-02-03 16:00:00,50.5,171.096,27.6,15.6,82
2021-02-03 17:00:00,63.0,157.023,26.9,17.3,92
2021-02-03 18:00:00,91.5,121.519,24.7,18.8,93
2021-02-03 19:00:00,132.5,116.618,23.6,15.1,108
2021-02-03 20:00:00,172.5,218.599,23.2,19.4,132
2021-02-03 21:00:00,206.5,237.156,22.6,14.8,135
2021-02-03 22:00:00,230.5,199.004,21.8,14.4,112
2021-02-03 23:00:00,239.5,181.59,22.1,19.8,106
2021-02-04 00:00:00,243.0,267.25,21.7,25.4,125
2021-02-04 01:00:00,223.0,297.178,20.7,25.5,113
2021-02-04 02:00:00,205.0,295.128,19.8,24.6,105
2021-02-04 03:00:00,205.5,287.695,19.4,23.6,98
2021-02-04 04:00:00,208.0,277.967,19.2,23.1,94
2021-02-04 05:00:00,197.0,246.898,18.9,22.7,93
2021-02-04 06:00:00,175.5,244.786,18.7,22.0,95
2021-02-04 07:00:00,143.5,209.159,19.8,20.9,90
2021-02-04 08:00:00,106.0,150.334,21.4,20.9,88
2021-02-04 09:00:00,66.5,94.365,23.2,22.1,97
2021-02-04 10:00:00,42.5,64.431,24.4,18.0,102
2021-02-04 11:00:00,27.5,42.804,25.3,11.2,96
2021-02-04 12:00:00,15.5,20.673,26.2,9.1,83
2021-02-04 13:00:00,11.0,15.936,26.4,9.0,92
2021-02-04 14:00:00,13.0,19.813,27.1,8.3,92
2021-02-04 15:00:00,19.0,13.792,27.4,6.9,84
2021-02-04 16:00:00,27.5,15.277,27.3,7.0,78
2021-02-04 17:00:00,38.0,9.694,26.5,10.3,61
2021-02-04 18:00:00,61.0,14.636,25.0,13.4,54
2021-02-04 19:00:00,81.5,9.108,23.6,12.7,61
2021-02-04 20:00:00,77.5,2.204,23.1,8.9,69
2021-02-04 21:00:00,69.0,0.248,23.7,1.6,333
2021-02-04 22:00:00,79.5,5.698,21.9,6.1,270
2021-02-04 23:00:00,104.0,31.29,21.2,8.7,228
2021-02-05 00:00:00,85.0,83.754,20.7,12.4,206
2021-02-05 01:00:00,90.5,189.039,20.5,10.1,182
2021-02-05 02:00:00,96.0,194.021,20.7,15.3,137
2021-02-05 03:00:00,104.0,171.212,20.1,21.6,108
2021-02-05 04:00:00,104.5,182.797,19.3,19.4,100
2021-02-05 05:00:00,98.5,211.185,18.9,17.3,94
2021-02-05 06:00:00,99.0,207.217,18.7,18.4,91
2021-02-05 07:00:00,106.5,159.582,20.0,18.4,86
2021-02-05 08:00:00,101.5,180.219,21.6,18.9,82
2021-02-05 09:00:00,71.0,162.251,23.7,23.1,76
2021-02-05 10:00:00,44.5,142.521,25.5,21.4,65
2021-02-05 11:00:00,34.0,77.859,26.7,18.5,53
2021-02-05 12:00:00,30.0,57.674,27.4,15.0,55
2021-02-05 13:00:00,27.0,23.93,28.2,13.9,53
2021-02-05 14:00:00,28.0,12.333,28.3,14.3,49
2021-02-05 15:00:00,25.0,12.354,28.8,14.3,43
2021-02-05 16:00:00,21.5,12.5,28.5,15.9,39
2021-02-05 17:00:00,23.5,20.356,27.4,17.1,42
2021-02-05 18:00:00,38.5,63.902,25.9,14.9,32
2021-02-05 19:00:00,54.5,146.111,24.2,13.4,24
2021-02-05 20:00:00,47.5,110.351,23.3,12.3,5
2021-02-05 21:00:00,34.0,1.528,22.0,12.2,284
2021-02-05 22:00:00,28.5,12.254,21.3,10.5,292
2021-02-05 23:00:00,23.0,10.575,20.8,10.9,287
2021-02-06 00:00:00,13.5,9.813,20.5,6.4,317
2021-02-06 01:00:00,20.0,6.218,20.2,2.5,45
2021-02-06 02:00:00,25.0,31.69,20.0,2.9,173
2021-02-06 03:00:00,31.0,5.297,20.2,2.1,59
2021-02-06 04:00:00,42.0,4.366,19.6,11.9,29
2021-02-06 05:00:00,66.5,3.788,19.7,8.7,45
2021-02-06 06:00:00,107.0,5.457,19.5,5.8,60
2021-02-06 07:00:00,148.0,1.264,21.9,6.5,124
2021-02-06 08:00:00,169.0,4.803,23.6,6.3,103
2021-02-06 09:00:00,148.5,13.795,25.9,14.7,22
2021-02-06 10:00:00,108.5,16.126,27.1,18.0,20
2021-02-06 11:00:00,85.5,18.918,28.8,15.1,12
2021-02-06 12:00:00,64.5,15.678,29.6,14.0,12
2021-02-06 13:00:00,38.0,16.054,28.6,11.5,358
2021-02-06 14:00:00,25.5,23.201,28.5,10.4,346
2021-02-06 15:00:00,21.0,6.237,28.0,10.8,30
2021-02-06 16:00:00,21.5,14.45,27.1,13.0,28
2021-02-06 17:00:00,23.0,118.921,26.0,7.1,311
2021-02-06 18:00:00,27.0,132.644,24.6,2.4,297
2021-02-06 19:00:00,31.5,74.124,23.4,8.8,282
2021-02-06 20:00:00,24.5,23.318,23.1,21.6,267
2021-02-06 21:00:00,19.0,58.681,22.5,20.3,257
2021-02-06 22:00:00,20.0,66.406,21.3,21.0,263
2021-02-06 23:00:00,25.0,18.721,21.0,22.4,259
2021-02-07 00:00:00,5.0,31.311,20.7,23.5,265
2021-02-07 01:00:00,16.0,21.236,20.3,15.8,258
2021-02-07 02:00:00,28.0,10.475,19.8,9.6,167
2021-02-07 03:00:00,32.0,10.198,19.9,5.7,235
2021-02-07 04:00:00,24.0,21.766,19.4,3.3,229
2021-02-07 05:00:00,22.0,12.554,19.2,5.8,270
2021-02-07 06:00:00,27.5,2.617,19.3,4.0,275
2021-02-07 07:00:00,33.5,2.128,20.0,4.8,167
2021-02-07 08:00:00,36.0,5.599,20.8,4.9,126
2021-02-07 09:00:00,27.5,6.713,22.4,8.1,193
2021-02-07 10:00:00,24.0,6.397,23.7,6.5,183
2021-02-07 11:00:00,35.0,1.944,24.7,5.2,192
